;;;;;;
;;;;;;
;cod;denumire;grupa;pretul;descriere;brand
;T1067;BeeNails  Builder Gel lichid 15ml №08;Alungire;145;Lichid profesional pentru modelarea unghiilor cu gel, ideal pentru întărire, corecție și reconstrucție. Asigură o aplicare ușoară, auto-netezire și rezultate durabile.;BeeNails
;T1068;BeeNails  Builder Gel lichid 15ml №09;Alungire;145;Lichid profesional pentru modelarea unghiilor cu gel, ideal pentru întărire, corecție și reconstrucție. Asigură o aplicare ușoară, auto-netezire și rezultate durabile.;BeeNails
;T1069;BeeNails  Builder Gel lichid 15ml №10;Alungire;145;Lichid profesional pentru modelarea unghiilor cu gel, ideal pentru întărire, corecție și reconstrucție. Asigură o aplicare ușoară, auto-netezire și rezultate durabile.;BeeNails
;T0230;BeeNails  Gel Polish Nude Disco Cat Eyes №01;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0231;BeeNails  Gel Polish Nude Disco Cat Eyes №02;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0232;BeeNails  Gel Polish Nude Disco Cat Eyes №03;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0233;BeeNails  Gel Polish Nude Disco Cat Eyes №04;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0234;BeeNails  Gel Polish Nude Disco Cat Eyes №05;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0235;BeeNails  Gel Polish Nude Disco Cat Eyes №06;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.; BeeNails
;T0236;BeeNails  Gel Polish Nude Disco Cat Eyes №07;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0237;BeeNails  Gel Polish Nude Disco Cat Eyes №08;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0238;BeeNails  Gel Polish Nude Disco Cat Eyes №09;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0239;BeeNails  Gel Polish Nude Disco Cat Eyes №10;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T1758;Servetele BeeNails 1000 buc.;Materiale de unica folosinta;75;Șervețele multifuncționale pentru manichiură și pedichiură. Ideale pentru degresarea și pregătirea unghiei, îndepărtarea stratului lipicios, curățarea pensulelor și a altor instrumente. Eficiente și practice pentru uz profesional sau acasă.;BeeNails
;T2366;BeeNails 3in1 Base Coat 15ml;Base;120;Bee Nails Base Coat – baza 3 în 1 pentru unghii rezistente.;BeeNails
;T2486;BeeNails Bonder 15ml;Solutii pregatitoare;85;Este un agent de aderență creat pentru a întări legătura dintre unghia naturală și baza de gel. Formula sa ajută la prevenirea desprinderii materialului și oferă o durabilitate sporită manichiurii, fiind o etapă ideală pentru o pregătire profesională a unghiei.;BeeNails
;T0240;BeeNails Gel Polish №026 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0241;BeeNails Gel Polish №028 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0242;BeeNails Gel Polish №029 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0243;BeeNails Gel Polish №030 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0244;BeeNails Gel Polish №032 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0245;BeeNails Gel Polish №033 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0246;BeeNails Gel Polish №034 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0247;BeeNails Gel Polish №036 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0248;BeeNails Gel Polish №037 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0249;BeeNails Gel Polish №054 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0250;BeeNails Gel Polish №055 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0251;BeeNails Gel Polish №056 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0252;BeeNails Gel Polish №059 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.; BeeNails
;T0253;BeeNails Gel Polish №060 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0254;BeeNails Gel Polish №061 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0255;BeeNails Gel Polish №062 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0256;BeeNails Gel Polish №063 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0257;BeeNails Gel Polish №064 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0258;BeeNails Gel Polish №065 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0259;BeeNails Gel Polish №066 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0260;BeeNails Gel Polish №067 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0261;BeeNails Gel Polish №069 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0262;BeeNails Gel Polish №070 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0263;BeeNails Gel Polish №071 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0264;BeeNails Gel Polish №072 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0265;BeeNails Gel Polish №073 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0266;BeeNails Gel Polish №074 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0267;BeeNails Gel Polish №076 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0268;BeeNails Gel Polish №077 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0269;BeeNails Gel Polish №078 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0270;BeeNails Gel Polish №079 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0271;BeeNails Gel Polish №081 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0272;BeeNails Gel Polish №082 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0273;BeeNails Gel Polish №084 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0274;BeeNails Gel Polish №085 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0275;BeeNails Gel Polish №086 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0276;BeeNails Gel Polish №087 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0277;BeeNails Gel Polish №088 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0278;BeeNails Gel Polish №089 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0279;BeeNails Gel Polish №091 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0280;BeeNails Gel Polish №093 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
;T0281;BeeNails Gel Polish №094 8ml;Gel Lac;85;Ojă semipermanentă sau gel colorat profesional, cu pigment intens și aplicare uniformă. Oferă unghii strălucitoare, rezistente și cu finisaj neted, potrivită pentru manichiură de salon sau acasă.;BeeNails
